headword	raw_string	response	verification	comment	attempts
quotation	quotation n.	"{""headword"":""quotation"",""explanation"":""名詞「引用；引文；報價」。在學術寫作中常用於指引用他人的話語；在商業中常用於指價格報價。"",""entries"":[{""sentence"":""The student included a famous <target>quotation</target> <pattern>from</pattern> Albert Einstein in her essay to support her argument and make it more persuasive."",""translation"":""學生在論文中引用了愛因斯坦的一句名言，以支持她的論點並使其更具說服力。"",""explanation"":""名詞「引文」。常用搭配 quotation from sth。""},{""sentence"":""Before deciding which company to hire, the manager asked for a written <target>quotation</target> to know the exact cost of the project."",""translation"":""在決定雇用哪家公司之前，經理要求提供一份書面報價，以了解項目的確切成本。"",""explanation"":""名詞「報價」。""},{""sentence"":""The teacher reminded the students to put quotation marks around any <target>quotation</target> they used in their research papers."",""translation"":""老師提醒學生在研究論文中使用的任何引用部分都要加上引號。"",""explanation"":""名詞「引用」。""}],""related_forms"":[""quote""]}"	none		0
radar	radar n.	"{""headword"":""radar"",""explanation"":""名詞「雷達」。用於偵測物體位置和速度的設備。常用搭配 on the radar, under the radar。"",""entries"":[{""sentence"":""The airport control tower uses <target>radar</target> to track the position of airplanes and ensure they land safely on the runway."",""translation"":""機場控制塔使用雷達來追蹤飛機的位置，並確保它們安全地在跑道上著陸。"",""explanation"":""名詞「雷達」。""},{""sentence"":""The police used a <target>radar</target> gun to detect the speed of cars on the highway, catching many drivers who were speeding."",""translation"":""警察使用雷達測速槍來偵測高速公路上的車速，抓獲了許多超速的駕駛者。"",""explanation"":""名詞「雷達測速儀」。""},{""sentence"":""The small startup company had been <pattern>under</pattern> the <target>radar</target> for years, but it suddenly became famous after releasing a new product."",""translation"":""這家小型創業公司多年來一直不被注意到，但在發布新產品後突然成名。"",""explanation"":""名詞「雷達」。片語 under the radar 表「不被注意到」。""}],""related_forms"":[]}"	none		0
rage	rage n./v.	"{""headword"":""rage"",""explanation"":""名詞「憤怒；狂熱」；動詞「發怒；猛烈地進行」。常用搭配 fly into a rage, rage against sth。"",""entries"":[{""sentence"":""The manager <pattern>flew</pattern> <target>into</target> a <target>rage</target> when he discovered that the employees had made a serious mistake in the report."",""translation"":""經理在發現員工在報告中犯了嚴重錯誤時大發雷霆。"",""explanation"":""名詞「憤怒」。片語 fly into a rage 表「大發雷霆」。""},{""sentence"":""The forest fire continued to <target>rage</target> for several days, destroying thousands of trees and forcing many animals to flee their homes."",""translation"":""森林大火持續猛烈燃燒了數天，摧毀了數千棵樹，迫使許多動物逃離家園。"",""explanation"":""動詞「猛烈地進行」。指火災或風暴等猛烈地發生。""},{""sentence"":""During the game, the player's <target>rage</target> was evident as he shouted at the referee, leading to a red card and his removal from the field."",""translation"":""比賽期間，球員的憤怒顯而易見，因為他對裁判大吼大叫，導致被出紅牌並被驅逐出場。"",""explanation"":""名詞「憤怒」。""}],""related_forms"":[""raged"",""raging""]}"	none		0
rainfall	rainfall n.	"{""headword"":""rainfall"",""explanation"":""名詞「降雨量」。通常用於描述氣候或地理環境。常用搭配 average rainfall, heavy rainfall。"",""entries"":[{""sentence"":""The tropical rainforest receives <pattern>heavy</pattern> <target>rainfall</target> throughout the year, which allows a huge variety of plants to grow."",""translation"":""熱帶雨林全年降雨量大，使得各種植物能夠生長。"",""explanation"":""名詞「降雨量」。常用搭配 heavy rainfall。""},{""sentence"":""Scientists are studying how the <pattern>average</pattern> <target>rainfall</target> in this region has decreased over the last decade due to climate change."",""translation"":""科學家正在研究由於氣候變化，該地區過去十年的平均降雨量是如何減少的。"",""explanation"":""名詞「降雨量」。常用搭配 average rainfall。""},{""sentence"":""The farmers were worried that the lack of <target>rainfall</target> during the spring would lead to a poor harvest for their crops."",""translation"":""農夫們擔心春天缺乏降雨會導致作物收成不佳。"",""explanation"":""名詞「降雨量」。""}],""related_forms"":[]}"	none		0
raisin	raisin n.	"{""headword"":""raisin"",""explanation"":""名詞「葡萄乾」。指將葡萄脫水後製成的乾果。"",""entries"":[{""sentence"":""She added a handful of <target>raisins</target> to the oatmeal for breakfast, adding a natural sweetness and a bit of texture to the meal."",""translation"":""她在早餐的燕麥片中加入了一把葡萄乾，為這餐增加了天然的甜味和一點口感。"",""explanation"":""名詞「葡萄乾」。""},{""sentence"":""The baker used <target>raisins</target> in the cinnamon rolls, creating a delicious combination of sweet fruit and spicy cinnamon."",""translation"":""烘焙師在肉桂捲中使用了葡萄乾，創造出甜果實和辛辣肉桂的美味組合。"",""explanation"":""名詞「葡萄乾」。""}],""related_forms"":[]}"	none		0
realistic	realistic adj.	"{""headword"":""realistic"",""explanation"":""形容詞，意為「現實的、實際的」或「寫實的」。在 GSAT 中，常用於描述計畫、目標或看法是否符合實際情況，而非僅僅是理想化的。注意與 ideal (理想的) 相反。例如，a realistic goal (一個實際的目標) 或 a realistic expectation (一個實際的期待)。"",""entries"":[{""sentence"":""Setting <target>realistic</target> goals for studying is essential for students to avoid feeling overwhelmed by too many tasks in a short time."",""translation"":""設定實際的學習目標對於學生來說至關重要，以避免在短時間內因任務過多而感到壓力過大。"",""explanation"":""形容詞「實際的」。指目標符合現實情況，可達成。""},{""sentence"":""The teacher advised the student to be more <target>realistic</target> <pattern>about</pattern> the amount of time needed to finish the complex project."",""translation"":""老師建議學生對於完成這個複雜計畫所需的時間要更加實際一些。"",""explanation"":""形容詞「實際的」。常用搭配：be realistic about sth (對...採取實際的看法)。""},{""sentence"":""The artist's paintings are highly <target>realistic</target>, capturing every tiny detail of the landscape so that it looks like a photograph."",""translation"":""藝術家的畫作非常寫實，捕捉了風景的每一個微小細節，使其看起來像一張照片。"",""explanation"":""形容詞「寫實的」。指藝術風格模仿現實生活。""}],""related_forms"":[""realistically"",""realism""]}"	none		0
rebel	rebel n./v.	"{""headword"":""rebel"",""explanation"":""可用作名詞「反叛者、造反者」或動詞「反叛、造反」。名詞發音為 /'rebl/，動詞發音為 /ri'bel/。常考用法：rebel against sth/sb (反抗某事/某人)。"",""entries"":[{""sentence"":""In history class, we learned about the people who acted as <target>rebels</target> and fought against the unfair laws of the government."",""translation"":""在歷史課上，我們學習了那些作為反叛者並反抗政府不公正法律的人們。"",""explanation"":""名詞「反叛者」。指反對權威或傳統的人。""},{""sentence"":""Many teenagers tend to <target>rebel</target> <pattern>against</pattern> their parents' strict rules to express their independence and desire for freedom."",""translation"":""許多青少年傾向於反抗父母的 strict rules 以表達他們的獨立精神和對自由的渴望。"",""explanation"":""動詞「反抗」。常用搭配：rebel against sth/sb (反抗某事/某人)。""},{""sentence"":""The young soldier decided to <target>rebel</target> <pattern>against</pattern> the military's outdated traditions, hoping to bring about positive changes in the organization."",""translation"":""年輕的士兵決定反抗軍隊中過時的傳統，希望在組織中帶來積極的改變。"",""explanation"":""動詞「反抗」。指對既有權威或規範進行反對。""}],""related_forms"":[""rebellion"",""rebellious""]}"	none		0
recall	recall v./n.	"{""headword"":""recall"",""explanation"":""動詞「回想、召回」或名詞「回憶、召回」。動詞用法中，recall 與 remember 的區別在於 recall 較側重於「刻意地從記憶中提取資訊」，而 remember 則是指「記得」或「仍保有記憶」。名詞用法常指產品的召回。常用搭配：recall from memory (從記憶中回想)。"",""entries"":[{""sentence"":""The witness struggled to <target>recall</target> the exact details of the accident, but she eventually remembered the color of the car."",""translation"":""證人努力回想事故的確切細節，但她最終想起了車子的顏色。"",""explanation"":""動詞「回想」。指刻意地想起某事。""},{""sentence"":""The company had to <target>recall</target> thousands of defective smartphones because of a battery problem that could cause the devices to overheat."",""translation"":""公司必須召回數千部有缺陷的智慧型手機，因為電池問題可能導致設備過熱。"",""explanation"":""動詞「召回」。指製造商要求消費者將產品送回以進行維修或更換。""},{""sentence"":""The sudden <target>recall</target> of the car model caused a lot of stress for many owners who had just purchased the vehicles."",""translation"":""該車款的突然召回讓許多剛購買車輛的所有者感到壓力很大。"",""explanation"":""名詞「召回」。指將產品從市場上撤回的行為。""},{""sentence"":""After years of living abroad, he tried to <target>recall</target> the smells and sounds of his hometown to feel closer to his family."",""translation"":""經過多年住在國外，他試圖回想家鄉的氣味和聲音，以感到與家人更親近。"",""explanation"":""動詞「回想」。指對過去經驗的回憶。""}],""related_forms"":[""recalled"",""recalling""]}"	none		0
reception	reception n.	"{""headword"":""reception"",""explanation"":""名詞，意為「接待、接待會」或「接收（訊號）」。在 GSAT 中，常考三個主要方向：1. 社交場合的接待會（如 wedding reception）；2. 訊號的接收（如 phone reception）；3. 對某事物的反應（如 the reception of the new book）。"",""entries"":[{""sentence"":""After the wedding ceremony, the couple and their guests attended a grand <target>reception</target> with delicious food and music."",""translation"":""婚禮儀式後，新人及其賓客參加了一場盛大的接待會，有美味的食物和音樂。"",""explanation"":""名詞「接待會」。指婚禮或正式場合後的社交聚會。""},{""sentence"":""I tried to call my parents, but the phone <target>reception</target> in the deep mountains was too poor to maintain a clear conversation."",""translation"":""我想打電話給我父母，但深山裡的手機訊號接收太差，無法維持清晰的對話。"",""explanation"":""名詞「訊號接收」。指電子設備接收訊號的能力或品質。""},{""sentence"":""The new movie received a warm <target>reception</target> <pattern>from</pattern> the critics, who praised its creative storytelling and deep emotional impact."",""translation"":""這部新電影受到了評論家們熱烈的歡迎，他們稱讚其創意十足的敘事方式和深刻的情感衝擊。"",""explanation"":""名詞「反應、歡迎」。指人們對某件作品或想法的反應。""}],""related_forms"":[""receive"",""receptive""]}"	none		0
recipe	recipe n.	"{""headword"":""recipe"",""explanation"":""名詞「食譜、秘訣」。除了指烹飪的步驟（cooking recipe），在比喻意義上，常指達成某種結果的「秘訣」或「方法」。常用搭配：recipe for success (成功的秘訣)。"",""entries"":[{""sentence"":""My grandmother's secret <target>recipe</target> <pattern>for</pattern> apple pie is passed down through generations and is loved by everyone in the family."",""translation"":""我祖母的蘋果派秘密食譜代代相傳，深受家人喜愛。"",""explanation"":""名詞「食譜」。指烹飪食物的詳細步驟。""},{""sentence"":""Many experts believe that hard work and a positive attitude are the perfect <target>recipe</target> <pattern>for</pattern> success in any career."",""translation"":""許多專家認為，勤奮和積極的態度是任何職業成功之完美秘訣。"",""explanation"":""名詞「秘訣」。比喻指達成某種結果所需的一系列條件。""}],""related_forms"":[""recipes""]}"	none		0
recognition	recognition n.	"{""headword"":""recognition"",""explanation"":""名詞「認出、承認、認可」。常用搭配：gain recognition (獲得認可), in recognition of (為了表彰...)。注意與 recognize 的區別：recognition 側重於狀態或結果，而 recognize 則是動作。常用於描述對某人的貢獻或成就的承認。"",""entries"":[{""sentence"":""The student received a gold medal <pattern>in</pattern> <target>recognition</target> <pattern>of</pattern> his outstanding academic achievements and leadership in the school club."",""translation"":""這名學生獲得了一枚金牌，以表彰他在學校社團中的卓越學業成就和領導力。"",""explanation"":""名詞「表彰、認可」。常用片語 in recognition of sth (為了表彰...)。""},{""sentence"":""Due to the poor lighting in the dark hallway, it took me a few seconds of <target>recognition</target> before I realized who was standing there."",""translation"":""由於走廊燈光昏暗，我花了好幾秒鐘才認出站在那裡的是誰。"",""explanation"":""名詞「認出」。指辨認出熟悉之人的過程。""},{""sentence"":""After years of hard work, the scientist finally gained international <target>recognition</target> for her groundbreaking research on climate change."",""translation"":""經過多年的努力，這位科學家終於因其對氣候變遷的突破性研究而獲得了國際認可。"",""explanation"":""名詞「認可」。指公認的地位或聲望。""}],""related_forms"":[""recognize"",""recognizable""]}"	none		0
recovery	recovery n.	"{""headword"":""recovery"",""explanation"":""名詞「恢復、痊癒」。常用於描述身體健康、經濟狀況或遺失物品的找回。常用搭配：make a full recovery (完全康復)。注意與 recover (動詞) 的區別。"",""entries"":[{""sentence"":""The doctor told the patient that he would <pattern>make</pattern> a <pattern>full</pattern> <target>recovery</target> if he followed the medical advice and rested well."",""translation"":""醫生告訴病人，如果他遵循醫囑並充分休息，將會完全康復。"",""explanation"":""名詞「痊癒」。常用搭配：make a full recovery (完全康復)。""},{""sentence"":""Economists are hopeful that the country's financial <target>recovery</target> will happen faster after the government implements new economic policies."",""translation"":""經濟學家希望政府實施新經濟政策後，國家的財務恢復會更快。"",""explanation"":""名詞「恢復」。指經濟或財務狀況的回升。""},{""sentence"":""The police were praised for the quick <target>recovery</target> of the stolen paintings, which were found in a warehouse near the city center."",""translation"":""警方因迅速找回被盜的畫作而受到稱讚，這些畫作在市中心附近的一個倉庫中被發現。"",""explanation"":""名詞「找回」。指將遺失或被盜之物找回。""}],""related_forms"":[""recover"",""recoverable""]}"	none		0
recreation	recreation n.	"{""headword"":""recreation"",""explanation"":""名詞「消遣、娛樂」。指在工作或學習之外，為了放鬆而進行的活動。常用搭配：recreational activities (消遣活動)。注意與 creation (創造) 相反，其前綴 re- 在此處並不表示重複，而是指重新獲得活力。"",""entries"":[{""sentence"":""The local government built a new park with swimming pools and tennis courts to provide more <target>recreation</target> <pattern>opportunities</pattern> for the citizens."",""translation"":""當地政府建造了一個擁有游泳池和網球場的新公園，為市民提供更多消遣機會。"",""explanation"":""名詞「消遣」。指放鬆身心的娛樂活動。""},{""sentence"":""Reading books and hiking in the mountains are my favorite forms of <target>recreation</target> because they help me relax after a stressful week."",""translation"":""閱讀書籍和在山中徒步旅行是我最喜歡的消遣方式，因為它們能幫我在壓力沉重的一週後放鬆。"",""explanation"":""名詞「消遣」。指為了娛樂而進行的活動。""},{""sentence"":""The school encourages students to take part in <target>recreational</target> <pattern>activities</pattern> to maintain a healthy balance between study and leisure."",""translation"":""學校鼓勵學生參加消遣活動，以維持學習與休閒之間的健康平衡。"",""explanation"":""形容詞形式 recreational，搭配 activities 表示「消遣活動」。""}],""related_forms"":[""recreational""]}"	none		0
recycle	recycle v.	"{""headword"":""recycle"",""explanation"":""動詞「回收、循環利用」。指將廢棄物處理後重新利用。常考搭配：recycle paper/plastic/glass。注意與 reuse (重複使用) 的區別：recycle 涉及處理過程（如將塑料瓶分解成原料），而 reuse 則是指直接再次使用同一個物品。"",""entries"":[{""sentence"":""To protect the environment, the school started a program to <target>recycle</target> <pattern>used</pattern> paper and plastic bottles in every classroom."",""translation"":""為了保護環境，學校在每個教室開始了一項回收使用過的紙張和塑料瓶的計畫。"",""explanation"":""動詞「回收」。指將廢棄物轉化為新產品的過程。""},{""sentence"":""Many people choose to <target>recycle</target> their old electronic devices to prevent harmful chemicals from leaking into the soil and water."",""translation"":""許多人選擇回收他們舊的電子設備，以防止有害化學物質滲漏到土壤和水中。"",""explanation"":""動詞「回收」。指針對電子廢棄物的循環利用。""},{""sentence"":""The city's new waste management system makes it easier for residents to <target>recycle</target> <pattern>glass</pattern> and metal cans more efficiently."",""translation"":""這座城市的全新廢物管理系統讓居民能更有效地回收玻璃和金屬罐。"",""explanation"":""動詞「回收」。指對特定材料的循環利用。""}],""related_forms"":[""recyclable"",""recycling""]}"	none		0
reduction	reduction n.	"{""headword"":""reduction"",""explanation"":""名詞「減少、降低」。由動詞 reduce 衍生而來。常用搭配：reduction in (某方面的減少), cost reduction (成本降低), reduction of (減少某物)。注意在 GSAT 中常出現在關於環境、經濟或健康話題中，例如 carbon reduction (碳減排)。"",""entries"":[{""sentence"":""The government announced a significant <target>reduction</target> <pattern>in</pattern> air pollution levels after the city banned old diesel cars from the center."",""translation"":""在城市禁止舊柴油車進入中心後，政府宣布空氣污染程度顯著降低。"",""explanation"":""名詞「減少」。常用搭配：reduction in sth (在某方面的減少)。""},{""sentence"":""The company implemented a cost <target>reduction</target> plan to save money and avoid laying off employees during the economic crisis."",""translation"":""公司實施了一項成本降低計畫，以省錢並在經濟危機期間避免解雇員工。"",""explanation"":""名詞「減少」。常用搭配：cost reduction (成本降低)。""},{""sentence"":""Doctors recommend a <target>reduction</target> <pattern>in</pattern> the intake of sugar and salt to lower the risk of heart disease and improve overall health."",""translation"":""醫生建議減少糖分和鹽分的攝取，以降低心臟病的風險並改善整體健康。"",""explanation"":""名詞「減少」。常用搭配：reduction in the intake of sth (減少對某物的攝取)。""}],""related_forms"":[""reduce"",""reducible""]}"	none		0
refer	refer v.	"{""headword"":""refer"",""explanation"":""動詞，意為「提及」、「參考」或「轉介」。常用片語 refer to (提及/參考/稱呼)。注意 refer to sb as sth (將某人稱作...) 是 GSAT 常考結構。"",""entries"":[{""sentence"":""If you are unsure about the meaning of a word, you should <target>refer</target> <pattern>to</pattern> the dictionary to find the correct definition."",""translation"":""如果你不確定一個單字的意思，你應該參考字典以找到正確的定義。"",""explanation"":""動詞「參考」。常用片語 refer to (參考/查閱)。""},{""sentence"":""The professor <target>referred</target> <pattern>to</pattern> several academic journals in her research paper to support her arguments with reliable evidence."",""translation"":""教授在她的研究論文中提及了幾本學術期刊，以可靠的證據來支持她的論點。"",""explanation"":""動詞「提及」。常用片語 refer to (提到)。""},{""sentence"":""Many people <target>refer</target> <pattern>to</pattern> the historical figure <pattern>as</pattern> the father of modern science because of his groundbreaking discoveries."",""translation"":""由於他的突破性發現，許多人將這位歷史人物稱為現代科學之父。"",""explanation"":""動詞「稱呼」。常用結構 refer to sb/sth as sth (將...稱為...)。""},{""sentence"":""The general practitioner <target>referred</target> the patient <pattern>to</pattern> a specialist for a more detailed examination of the heart condition."",""translation"":""全科醫生將病人轉介給專科醫生，以便對心臟狀況進行更詳細的檢查。"",""explanation"":""動詞「轉介」。指將某人送到另一位專業人士處處理。""}],""related_forms"":[""referred"",""referring""]}"	none		0
reference	reference n.	"{""headword"":""reference"",""explanation"":""名詞，意為「參考」、「提及」或「推薦信」。常用搭配 reference book (參考書) 或 make reference to (提及)。注意 reference 作為動詞時，意為「將...列為參考」，但名詞用法最為常見。"",""entries"":[{""sentence"":""The student's essay contained several <pattern>cross</pattern> <target>references</target> to other chapters in the book, helping the reader understand the complex topic."",""translation"":""學生的論文包含數個指向書中其他章節的交叉參考，幫助讀者理解這個複雜的主題。"",""explanation"":""名詞「參考」。指指向其他資訊來源的行為。""},{""sentence"":""When applying for a scholarship, you may need to provide a professional <target>reference</target> from a teacher or a former employer."",""translation"":""申請獎學金時，你可能需要提供一份來自老師或前雇主的專業推薦信。"",""explanation"":""名詞「推薦信」。指證明一個人能力或品格的信函。""},{""sentence"":""During the lecture, the speaker <pattern>made</pattern> <target>reference</target> <pattern>to</pattern> a recent news event to illustrate his point more clearly to the students."",""translation"":""在講座中，演講者提及了一個最近的新聞事件，以便向學生更清楚地說明他的觀點。"",""explanation"":""名詞「提及」。常用片語 make reference to (提及)。""}],""related_forms"":[""references""]}"	none		0
reflect	reflect v.	"{""headword"":""reflect"",""explanation"":""動詞，意為「反射」、「反映」或「深思」。常用搭配 reflect on (深思/反省)。注意 reflect 可描述物理上的光線反射，也可描述抽象的狀況反映。"",""entries"":[{""sentence"":""The calm surface of the lake <target>reflects</target> the surrounding mountains and the blue sky like a giant mirror."",""translation"":""湖泊平靜的表面像一面巨大的鏡子，反射出周圍的山脈和藍天。"",""explanation"":""動詞「反射」。指物理上的光線反射。""},{""sentence"":""The high test scores <target>reflect</target> the students' hard work and dedication throughout the entire semester."",""translation"":""高分反映了學生在整個學期中的努力和奉獻。"",""explanation"":""動詞「反映」。指某事顯示出某種特質或狀態。""},{""sentence"":""After the failure of the project, the manager spent several days <target>reflecting</target> <pattern>on</pattern> his mistakes to improve future performance."",""translation"":""專案失敗後，經理花了幾天時間反省自己的錯誤，以改善未來的表現。"",""explanation"":""動詞片語 reflect on (深思/反省)。""}],""related_forms"":[""reflects"",""reflected"",""reflecting""]}"	none		0
reflection	reflection n.	"{""headword"":""reflection"",""explanation"":""名詞，意為「反射」、「反映」或「深思」。與動詞 reflect 相對應，常用搭配 reflection of ( ... 的反映)。"",""entries"":[{""sentence"":""She looked into the mirror and saw her own <target>reflection</target>, noticing that her hair was messy after the long walk."",""translation"":""她看向鏡子，看到了自己的倒影，發現長時間行走後她的頭髮很亂。"",""explanation"":""名詞「反射/倒影」。指光線反射產生的影像。""},{""sentence"":""The current political climate is a clear <target>reflection</target> <pattern>of</pattern> the public's growing frustration with the economic situation."",""translation"":""目前的政治氣候清楚地反映了公眾對經濟狀況日益增加的挫折感。"",""explanation"":""名詞「反映」。指某事是另一件事的結果或表現。""},{""sentence"":""Through quiet <target>reflection</target>, he realized that true happiness comes from helping others rather than pursuing material wealth."",""translation"":""透過安靜的深思，他意識到真正的快樂來自於幫助他人而非追求物質財富。"",""explanation"":""名詞「深思」。指思考過程。""}],""related_forms"":[""reflections""]}"	none		0
reform	reform n./v.	"{""headword"":""reform"",""explanation"":""名詞或動詞，意為「改革」。動詞指「改善」或「修正」；名詞指「改革措施」。常用搭配 political reform (政治改革) 或 social reform (社會改革)。"",""entries"":[{""sentence"":""The government introduced a series of economic <target>reforms</target> to attract more foreign investment and create more jobs for citizens."",""translation"":""政府推出了一系列經濟改革，以吸引更多外國投資並為公民創造更多就業機會。"",""explanation"":""名詞「改革」。指制度上的改善。""},{""sentence"":""The school board decided to <target>reform</target> the grading system to ensure that students were evaluated more fairly and accurately."",""translation"":""學校董事會決定改革評分制度，以確保學生能得到更公平且準確的評估。"",""explanation"":""動詞「改革」。指對現有系統進行修正以使其更好。""},{""sentence"":""Prison <target>reforms</target> are often designed to help inmates learn new skills and successfully reintegrate into society after their release."",""translation"":""監獄改革通常旨在幫助囚犯學習新技能，並在釋放後成功重新融入社會。"",""explanation"":""名詞「改革」。常用搭配 prison reform (監獄改革)。""}],""related_forms"":[""reformer"",""reforming""]}"	none		0
refugee	refugee n.	"{""headword"":""refugee"",""explanation"":""名詞，意為「難民」。指因戰爭、迫害或自然災害而被迫離開家園的人。常用搭配 refugee camp (難民營) 或 refugee crisis (難民危機)。"",""entries"":[{""sentence"":""The international organization provided food and medicine to thousands of <target>refugees</target> who had fled from the war-torn region."",""translation"":""國際組織為數千名從戰區逃離的難民提供了食物和藥品。"",""explanation"":""名詞「難民」。""},{""sentence"":""Many <target>refugees</target> struggle to integrate into a new culture and find employment in the host country where they seek asylum."",""translation"":""許多難民在尋求庇護的接收國中，努力地融入新文化並尋找工作。"",""explanation"":""名詞「難民」。""},{""sentence"":""The government set up temporary <target>refugee</target> <pattern>camps</pattern> to provide basic shelter and safety for those displaced by the earthquake."",""translation"":""政府建立了臨時難民營，為那些被地震驅離家園的人提供基本的遮蔽處和安全。"",""explanation"":""名詞「難民」。常用搭配 refugee camp (難民營)。""}],""related_forms"":[""refugees""]}"	none		0
refund	refund n./v.	"{""headword"":""refund"",""explanation"":""名詞或動詞，意為「退款」。動詞指「將款項退還」；名詞指「退還的款項」。常用搭配 get a refund (得到退款) 或 full refund (全額退款)。"",""entries"":[{""sentence"":""Since the dress was the wrong size and had a small hole, the customer requested a <pattern>full</pattern> <target>refund</target> from the store."",""translation"":""由於這件洋裝尺寸不對且有一個小洞，顧客向商店要求全額退款。"",""explanation"":""名詞「退款」。常用搭配 full refund (全額退款)。""},{""sentence"":""The airline decided to <target>refund</target> the ticket price to all passengers after the flight was canceled due to severe weather conditions."",""translation"":""航班因惡劣天氣而取消後，航空公司決定將機票費用退還給所有乘客。"",""explanation"":""動詞「退款」。""},{""sentence"":""If the product does not meet your expectations, you can <target>refund</target> it <pattern>within</pattern> thirty days of purchase for a full return of money."",""translation"":""如果產品不符合您的預期，您可以在購買後三十天內退款，以獲得全額退款。"",""explanation"":""動詞「退款」。注意 within ... days (在...天之內)。""}],""related_forms"":[""refunds"",""refunded"",""refunding""]}"	none		0
refusal	refusal n.	"{""headword"":""refusal"",""explanation"":""名詞，意為「拒絕」。由動詞 refuse 衍生而來。常用搭配 flat refusal (斷然拒絕) 或 refusal to do sth (拒絕做某事)。"",""entries"":[{""sentence"":""Despite the parents' repeated requests, the teenager's <target>refusal</target> <pattern>to</pattern> clean his room was met with a strict punishment."",""translation"":""儘管父母多次要求，青少年拒絕打掃房間的行為遭到了嚴厲的處罰。"",""explanation"":""名詞「拒絕」。常用結構 refusal to + V (拒絕做某事)。""},{""sentence"":""The company's <pattern>flat</pattern> <target>refusal</target> to negotiate with the union led to a long strike by the factory workers."",""translation"":""公司斷然拒絕與工會協商，導致工廠工人進行了長期的罷工。"",""explanation"":""名詞「拒絕」。常用搭配 flat refusal (斷然拒絕)。""},{""sentence"":""His <target>refusal</target> to accept the award was a surprise to everyone, as he believed others deserved the recognition more than he did."",""translation"":""他拒絕接受獎項令所有人感到驚訝，因為他認為其他人比他更值得獲得這個認可。"",""explanation"":""名詞「拒絕」。""}],""related_forms"":[""refuse""]}"	none		0
regarding	regarding prep.	"{""headword"":""regarding"",""explanation"":""介係詞，意為「關於」。相當於 about 或 concerning。常用於正式書信或學術論文中，用以引導出討論的主題。"",""entries"":[{""sentence"":""I am writing this email to ask for more information <target>regarding</target> the internship opportunities available at your company this summer."",""translation"":""我寫這封電子郵件是為了詢問關於今年夏天貴公司提供的實習機會的更多資訊。"",""explanation"":""介係詞「關於」。常用於正式信件開頭。""},{""sentence"":""The principal held a meeting with the teachers <target>regarding</target> the new school regulations and how to implement them in the classroom."",""translation"":""校長與老師們舉行了一次會議，討論關於學校新規定以及如何在教室中實施這些規定的問題。"",""explanation"":""介係詞「關於」。""},{""sentence"":""There have been several complaints from parents <target>regarding</target> the amount of homework given to students in the advanced English class."",""translation"":""家長們對高級英語班學生被分配的作業量提出了幾項關於此事的投訴。"",""explanation"":""介係詞「關於」。""}],""related_forms"":[]}"	none		0
register	register v./n.	"{""headword"":""register"",""explanation"":""動詞「登記、註冊」；名詞「登記簿、記錄」。常用搭配 register for (註冊/報名) 或 register a complaint (登記投訴)。"",""entries"":[{""sentence"":""Students must <target>register</target> <pattern>for</pattern> their elective courses online before the deadline to ensure they get the classes they want."",""translation"":""學生必須在截止日期前在網上報名選修課程，以確保他們能選到想要的課程。"",""explanation"":""動詞「註冊、報名」。常用片語 register for (報名)。""},{""sentence"":""The thermometer <target>registers</target> a temperature of thirty degrees Celsius, indicating that the weather is becoming quite hot."",""translation"":""溫度計顯示溫度為攝氏三十度，表明天氣變得相當熱。"",""explanation"":""動詞「顯示、記錄」。指儀器顯示數值。""},{""sentence"":""If you have any problems with the product, you should <target>register</target> <pattern>a complaint</pattern> with the customer service department immediately."",""translation"":""如果你對產品有任何問題，你應該立即向客服部門登記投訴。"",""explanation"":""動詞「登記」。常用搭配 register a complaint (登記投訴)。""},{""sentence"":""The receptionist asked the guests to sign the <target>register</target> at the front desk to keep a record of everyone visiting the building."",""translation"":""接待員要求客人簽名登記簿，以便記錄每位訪問大樓的人員。"",""explanation"":""名詞「登記簿」。""}],""related_forms"":[""registration"",""registered"",""registering""]}"	none		0
registration	registration n.	"{""headword"":""registration"",""explanation"":""名詞「登記、註冊」。指將姓名、資訊等記錄在官方名單中。常用搭配 registration form (註冊表)、complete the registration (完成註冊)。"",""entries"":[{""sentence"":""Before the new semester begins, all incoming students must <pattern>complete</pattern> their <target>registration</target> <pattern>process</pattern> to select their elective courses."",""translation"":""在新學期開始之前，所有新生必須完成註冊程序以選擇他們的選修課程。"",""explanation"":""名詞「註冊」。complete the registration process 意為完成註冊程序。""},{""sentence"":""Please fill out the <target>registration</target> <pattern>form</pattern> carefully and provide your current address and phone number to receive the event notifications."",""translation"":""請仔細填寫註冊表，並提供您目前的地址和電話號碼，以便接收活動通知。"",""explanation"":""名詞「登記表」。registration form 是常見的搭配。""},{""sentence"":""The school provides a <pattern>free</pattern> <target>registration</target> for the English competition, encouraging more students to challenge themselves and improve their skills."",""translation"":""學校為英語競賽提供免費註冊，鼓勵更多學生挑戰自我並提升技能。"",""explanation"":""名詞「註冊」。""}],""related_forms"":[""register"",""registered""]}"	none		0
